purchase_key,purchase_code,purchase_date_key,supplier_key,employee_key,store_key,payment_key,product_key,quantity,unit_cost,subtotal,discount_percent,discount_amount,tax_percent,tax_amount,total_amount,purchase_status,supplier_invoice_no,expected_delivery_date
23142,PUR023142,20260324,109,205,14,9,391,90,397300,35757000,5,1787850,11,3736606,37705756,Completed,INV-SUP-202603-023142,2026-04-07
23143,PUR023143,20231110,2,95,2,16,947,18,4689036,84402648,4,3376105,11,8912919,89939462,Completed,INV-SUP-202311-023143,2023-11-13
23144,PUR023144,20260509,142,272,1,17,293,20,1479000,29580000,11,3253800,11,2895882,29222082,Cancelled,INV-SUP-202605-023144,2026-05-15
23145,PUR023145,20250320,81,20,11,7,341,26,913740,23757240,11,2613296,11,2325833,23469777,Completed,INV-SUP-202503-023145,2025-04-03
23146,PUR023146,20241005,95,256,4,18,229,55,728900,40089500,1,400895,11,4365746,44054351,Completed,INV-SUP-202410-023146,2024-10-16
23147,PUR023147,20241028,72,220,8,15,48,21,914928,19213488,6,1152809,11,1986674,20047353,Completed,INV-SUP-202410-023147,2024-11-07
23148,PUR023148,20261010,87,2,10,4,643,34,16281100,553557400,0,0,11,60891314,614448714,Completed,INV-SUP-202610-023148,2026-10-19
23149,PUR023149,20250503,16,4,13,15,445,249,20094,5003406,9,450306,0,0,4553100,Completed,INV-SUP-202505-023149,2025-05-17
23150,PUR023150,20251124,36,18,9,11,472,233,125136,29156688,9,2624101,11,2918584,29451171,Completed,INV-SUP-202511-023150,2025-12-03
23151,PUR023151,20250905,34,113,11,2,368,13,19925802,259035426,15,38855313,11,24219812,244399925,Completed,INV-SUP-202509-023151,2025-09-13
23152,PUR023152,20240229,102,219,13,9,299,80,462033,36962640,14,5174769,11,3496665,35284536,Completed,INV-SUP-202402-023152,2024-03-05
23153,PUR023153,20230827,64,36,25,16,368,8,19535100,156280800,4,6251232,11,16503252,166532820,Completed,INV-SUP-202308-023153,2023-09-10
23154,PUR023154,20260225,108,137,20,5,219,75,3347092,251031900,3,7530957,11,26785103,270286046,Completed,INV-SUP-202602-023154,2026-02-28
23155,PUR023155,20230116,91,287,18,14,257,38,1851220,70346360,6,4220781,11,7273813,73399392,Completed,INV-SUP-202301-023155,2023-01-24
23156,PUR023156,20250828,3,189,6,17,623,26,669834,17415684,14,2438195,11,1647523,16625012,Completed,INV-SUP-202508-023156,2025-09-08
23157,PUR023157,20230619,58,264,21,17,279,18,649200,11685600,4,467424,11,1233999,12452175,Completed,INV-SUP-202306-023157,2023-06-28
23158,PUR023158,20240828,122,137,14,12,998,8,1563884,12511072,7,875775,11,1279882,12915179,Completed,INV-SUP-202408-023158,2024-09-05
23159,PUR023159,20240420,31,180,11,10,311,171,903200,154447200,6,9266832,11,15969840,161150208,Completed,INV-SUP-202404-023159,2024-04-24
23160,PUR023160,20220413,121,261,1,1,493,35,2250630,78772050,9,7089484,11,7885082,79567648,Completed,INV-SUP-202204-023160,2022-04-21
23161,PUR023161,20251014,115,12,3,10,389,107,43200,4622400,10,462240,11,457617,4617777,Completed,INV-SUP-202510-023161,2025-10-20
23162,PUR023162,20250526,132,217,16,15,781,6,9624776,57748656,8,4619892,11,5844164,58972928,Completed,INV-SUP-202505-023162,2025-06-05
23163,PUR023163,20261031,14,88,11,6,989,14,5733200,80264800,11,8829128,11,7857923,79293595,Completed,INV-SUP-202610-023163,2026-11-14
23164,PUR023164,20250707,59,74,5,9,750,117,710030,83073510,7,5815145,11,8498420,85756785,Completed,INV-SUP-202507-023164,2025-07-09
23165,PUR023165,20260422,131,201,13,8,445,159,19897,3163623,13,411270,0,0,2752353,Completed,INV-SUP-202604-023165,2026-05-02
23166,PUR023166,20240228,126,242,10,6,17,15,2346696,35200440,12,4224052,11,3407402,34383790,Completed,INV-SUP-202402-023166,2024-03-10
23167,PUR023167,20261208,86,154,9,8,670,19,2371783,45063877,5,2253193,11,4709175,47519859,Completed,INV-SUP-202612-023167,2026-12-20
23168,PUR023168,20251123,145,83,18,2,27,34,207672,7060848,15,1059127,11,660189,6661910,Completed,INV-SUP-202511-023168,2025-12-06
23169,PUR023169,20230807,47,52,2,14,166,221,81709,18057689,14,2528076,0,0,15529613,Completed,INV-SUP-202308-023169,2023-08-13
23170,PUR023170,20250819,69,23,11,7,936,83,2626965,218038095,2,4360761,11,23504506,237181840,Completed,INV-SUP-202508-023170,2025-08-31
23171,PUR023171,20230101,126,56,9,2,200,13,4760850,61891050,6,3713463,11,6399534,64577121,Completed,INV-SUP-202301-023171,2023-01-10
23172,PUR023172,20260620,18,117,15,10,8,68,42777,2908836,5,145441,11,303973,3067368,Completed,INV-SUP-202606-023172,2026-07-04
23173,PUR023173,20250301,107,10,5,4,146,353,34986,12350058,11,1358506,11,1209070,12200622,Completed,INV-SUP-202503-023173,2025-03-06
23174,PUR023174,20230127,30,184,24,14,904,160,539055,86248800,2,1724976,11,9297620,93821444,Completed,INV-SUP-202301-023174,2023-02-09
23175,PUR023175,20250127,34,64,17,8,873,151,74399,11234249,12,1348109,0,0,9886140,Completed,INV-SUP-202501-023175,2025-02-10
23176,PUR023176,20240908,79,194,5,5,170,123,439110,54010530,5,2700526,11,5644100,56954104,Completed,INV-SUP-202409-023176,2024-09-12
23177,PUR023177,20240108,95,93,25,11,960,88,1643895,144662760,11,15912903,11,14162484,142912341,Completed,INV-SUP-202401-023177,2024-01-15
23178,PUR023178,20230531,114,254,7,12,528,91,765000,69615000,6,4176900,11,7198191,72636291,Completed,INV-SUP-202305-023178,2023-06-02
23179,PUR023179,20261127,51,51,15,13,54,88,239610,21085680,11,2319424,11,2064288,20830544,Cancelled,INV-SUP-202611-023179,2026-12-06
23180,PUR023180,20260829,105,180,3,17,155,229,30749,7041521,8,563321,11,712602,7190802,Completed,INV-SUP-202608-023180,2026-08-31
23181,PUR023181,20240627,2,24,16,11,525,164,14100,2312400,7,161868,0,0,2150532,Completed,INV-SUP-202406-023181,2024-07-10
23182,PUR023182,20220325,20,137,21,5,141,323,62418,20161014,4,806440,0,0,19354574,Completed,INV-SUP-202203-023182,2022-03-31
23183,PUR023183,20240129,67,104,11,17,771,19,486400,9241600,4,369664,11,975912,9847848,Cancelled,INV-SUP-202401-023183,2024-02-07
23184,PUR023184,20250505,57,202,25,7,455,27,731442,19748934,1,197489,11,2150658,21702103,Completed,INV-SUP-202505-023184,2025-05-13
23185,PUR023185,20230720,146,209,2,11,602,109,894967,97551403,3,2926542,11,10408734,105033595,Completed,INV-SUP-202307-023185,2023-07-22
23186,PUR023186,20220601,58,63,22,15,12,122,433088,52836736,7,3698571,11,5405198,54543363,Completed,INV-SUP-202206-023186,2022-06-11
23187,PUR023187,20230919,108,58,6,13,551,84,570282,47903688,13,6227479,11,4584382,46260591,Completed,INV-SUP-202309-023187,2023-09-25
23188,PUR023188,20241031,122,136,11,11,387,94,241766,22726004,14,3181640,11,2149880,21694244,Completed,INV-SUP-202410-023188,2024-11-04
23189,PUR023189,20250415,56,186,20,10,650,148,433836,64207728,10,6420772,11,6356565,64143521,Completed,INV-SUP-202504-023189,2025-04-24
23190,PUR023190,20260526,54,240,16,14,786,170,298606,50763020,15,7614453,11,4746342,47894909,Completed,INV-SUP-202605-023190,2026-05-29
23191,PUR023191,20260513,47,55,16,16,276,307,806900,247718300,9,22294647,11,24796601,250220254,Completed,INV-SUP-202605-023191,2026-05-24
23192,PUR023192,20220620,8,32,11,4,666,157,542707,85204999,11,9372549,11,8341569,84174019,Completed,INV-SUP-202206-023192,2022-07-04
23193,PUR023193,20251013,65,13,15,10,965,58,2419000,140302000,7,9821140,11,14352894,144833754,Pending,INV-SUP-202510-023193,2025-10-20
23194,PUR023194,20250414,60,195,3,15,986,28,1338183,37469124,14,5245677,11,3544579,35768026,Completed,INV-SUP-202504-023194,2025-04-27
23195,PUR023195,20230516,41,278,9,6,765,131,1110600,145488600,0,0,11,16003746,161492346,Completed,INV-SUP-202305-023195,2023-05-26
23196,PUR023196,20231209,34,101,13,2,183,38,3699000,140562000,3,4216860,11,14997965,151343105,Completed,INV-SUP-202312-023196,2023-12-19
23197,PUR023197,20230815,13,68,5,18,183,16,3625020,58000320,14,8120044,11,5486830,55367106,Completed,INV-SUP-202308-023197,2023-08-21
23198,PUR023198,20260602,117,237,16,18,127,9,10904264,98138376,10,9813837,11,9715699,98040238,Completed,INV-SUP-202606-023198,2026-06-12
23199,PUR023199,20220516,18,217,3,8,279,12,662184,7946208,14,1112469,11,751711,7585450,Completed,INV-SUP-202205-023199,2022-05-30
23200,PUR023200,20220429,67,256,9,17,376,49,823000,40327000,1,403270,11,4391610,44315340,Completed,INV-SUP-202204-023200,2022-05-08
23201,PUR023201,20251101,25,82,23,3,962,199,105448,20984152,13,2727939,11,2008183,20264396,Completed,INV-SUP-202511-023201,2025-11-08
23202,PUR023202,20230830,26,189,19,3,319,121,358247,43347887,7,3034352,11,4434488,44748023,Completed,INV-SUP-202308-023202,2023-09-07
23203,PUR023203,20241002,48,63,8,2,282,36,14762230,531440280,15,79716042,11,49689666,501413904,Completed,INV-SUP-202410-023203,2024-10-05
23204,PUR023204,20240414,10,89,4,5,679,149,82722,12325578,10,1232557,11,1220232,12313253,Completed,INV-SUP-202404-023204,2024-04-17
23205,PUR023205,20220717,63,62,8,7,103,43,256564,11032252,12,1323870,11,1067922,10776304,Completed,INV-SUP-202207-023205,2022-07-29
23206,PUR023206,20250828,28,75,5,8,465,256,1821108,466203648,4,18648145,11,49231105,496786608,Completed,INV-SUP-202508-023206,2025-08-30
23207,PUR023207,20230615,112,225,15,13,575,114,1702300,194062200,13,25228086,11,18571752,187405866,Completed,INV-SUP-202306-023207,2023-06-19
23208,PUR023208,20240330,100,128,22,12,195,452,2185524,987856848,13,128421390,11,94537900,953973358,Completed,INV-SUP-202403-023208,2024-04-10
23209,PUR023209,20230628,69,30,25,10,281,14,4976573,69672022,4,2786880,11,7357365,74242507,Completed,INV-SUP-202306-023209,2023-07-02
23210,PUR023210,20240923,113,74,20,12,93,25,7543452,188586300,8,15086904,11,19084933,192584329,Completed,INV-SUP-202409-023210,2024-09-25
23211,PUR023211,20221214,144,95,24,17,588,94,487400,45815600,7,3207092,11,4686935,47295443,Completed,INV-SUP-202212-023211,2022-12-24
23212,PUR023212,20230720,17,244,3,10,381,14,777954,10891356,13,1415876,11,1042302,10517782,Pending,INV-SUP-202307-023212,2023-07-25
23213,PUR023213,20250625,12,247,13,9,105,72,3077613,221588136,1,2215881,11,24130948,243503203,Completed,INV-SUP-202506-023213,2025-07-07
23214,PUR023214,20230219,143,287,19,17,397,15,5046813,75702195,12,9084263,11,7327972,73945904,Completed,INV-SUP-202302-023214,2023-03-01
23215,PUR023215,20241011,59,135,25,4,179,126,713988,89962488,11,9895873,11,8807327,88873942,Completed,INV-SUP-202410-023215,2024-10-16
23216,PUR023216,20251209,63,115,25,15,863,114,73225,8347650,3,250429,0,0,8097221,Completed,INV-SUP-202512-023216,2025-12-17
23217,PUR023217,20240228,2,235,25,4,775,14,6684060,93576840,15,14036526,11,8749434,88289748,Pending,INV-SUP-202402-023217,2024-03-11
23218,PUR023218,20230408,47,178,8,5,496,571,3090,1764390,14,247014,11,166911,1684287,Completed,INV-SUP-202304-023218,2023-04-22
23219,PUR023219,20241020,83,187,23,15,325,16,6713882,107422112,9,9667990,11,10752953,108507075,Completed,INV-SUP-202410-023219,2024-10-23
23220,PUR023220,20220919,26,132,14,5,145,264,331400,87489600,12,10498752,11,8468993,85459841,Completed,INV-SUP-202209-023220,2022-09-26
23221,PUR023221,20260713,30,41,11,7,116,100,3821600,382160000,9,34394400,11,38254216,386019816,Completed,INV-SUP-202607-023221,2026-07-26
23222,PUR023222,20230129,14,297,22,15,6,7,5878604,41150228,15,6172534,11,3847546,38825240,Completed,INV-SUP-202301-023222,2023-02-03
23223,PUR023223,20230909,49,296,6,12,259,64,1827000,116928000,10,11692800,11,11575872,116811072,Completed,INV-SUP-202309-023223,2023-09-18
23224,PUR023224,20241023,9,31,22,18,777,62,672996,41725752,1,417257,11,4543934,45852429,Completed,INV-SUP-202410-023224,2024-10-27
23225,PUR023225,20240718,107,177,19,14,181,451,16562,7469462,0,0,11,821640,8291102,Cancelled,INV-SUP-202407-023225,2024-07-30
23226,PUR023226,20230914,91,29,20,12,253,64,128007,8192448,0,0,11,901169,9093617,Completed,INV-SUP-202309-023226,2023-09-25
23227,PUR023227,20230531,6,41,12,13,137,295,22572,6658740,3,199762,11,710487,7169465,Completed,INV-SUP-202305-023227,2023-06-07
23228,PUR023228,20241111,101,117,10,17,549,181,339663,61479003,12,7377480,11,5951167,60052690,Cancelled,INV-SUP-202411-023228,2024-11-17
23229,PUR023229,20250309,129,215,9,8,909,79,970497,76669263,3,2300077,11,8180610,82549796,Pending,INV-SUP-202503-023229,2025-03-14
23230,PUR023230,20240623,149,207,20,13,87,69,301185,20781765,0,0,11,2285994,23067759,Completed,INV-SUP-202406-023230,2024-07-06
23231,PUR023231,20240812,69,113,3,11,885,47,669088,31447136,1,314471,11,3424593,34557258,Pending,INV-SUP-202408-023231,2024-08-14
23232,PUR023232,20240510,70,121,13,5,722,48,124230,5963040,5,298152,11,623137,6288025,Pending,INV-SUP-202405-023232,2024-05-18
23233,PUR023233,20250704,19,259,8,16,75,81,22927,1857087,12,222850,0,0,1634237,Pending,INV-SUP-202507-023233,2025-07-17
23234,PUR023234,20231212,81,208,22,11,874,27,2433595,65707065,6,3942423,11,6794110,68558752,Pending,INV-SUP-202312-023234,2023-12-23
23235,PUR023235,20250912,75,47,8,15,706,25,2478237,61955925,10,6195592,11,6133636,61893969,Completed,INV-SUP-202509-023235,2025-09-26
23236,PUR023236,20260227,97,160,24,17,69,229,383900,87913100,11,9670441,11,8606692,86849351,Pending,INV-SUP-202602-023236,2026-03-09
23237,PUR023237,20240804,58,289,15,17,869,71,569200,40413200,5,2020660,11,4223179,42615719,Completed,INV-SUP-202408-023237,2024-08-06
23238,PUR023238,20230721,5,220,19,13,557,35,5774271,202099485,7,14146963,11,20674777,208627299,Completed,INV-SUP-202307-023238,2023-07-23
23239,PUR023239,20230221,68,273,8,11,318,25,5181750,129543750,8,10363500,11,13109827,132290077,Completed,INV-SUP-202302-023239,2023-02-28
23240,PUR023240,20261223,97,124,3,6,667,43,3353000,144179000,12,17301480,11,13956527,140834047,Completed,INV-SUP-202612-023240,2026-12-29
23241,PUR023241,20260517,56,148,25,2,319,168,351153,58993704,2,1179874,11,6359521,64173351,Pending,INV-SUP-202605-023241,2026-05-29
23242,PUR023242,20241021,25,220,6,9,41,90,1170675,105360750,7,7375252,11,10778404,108763902,Completed,INV-SUP-202410-023242,2024-11-02
23243,PUR023243,20220901,84,135,5,3,886,24,450500,10812000,4,432480,11,1141747,11521267,Completed,INV-SUP-202209-023243,2022-09-13
23244,PUR023244,20260112,27,163,2,9,604,154,167188,25746952,14,3604573,11,2435661,24578040,Completed,INV-SUP-202601-023244,2026-01-24
23245,PUR023245,20230107,133,285,18,16,678,256,1729629,442785024,9,39850652,11,44322780,447257152,Completed,INV-SUP-202301-023245,2023-01-14
23246,PUR023246,20231014,63,257,1,14,701,27,1229675,33201225,13,4316159,11,3177357,32062423,Completed,INV-SUP-202310-023246,2023-10-28
23247,PUR023247,20240116,68,177,7,8,252,79,13431586,1061095294,2,21221905,11,114386072,1154259461,Completed,INV-SUP-202401-023247,2024-01-28
23248,PUR023248,20220803,48,22,19,4,795,148,1474033,218156884,1,2181568,11,23757284,239732600,Completed,INV-SUP-202208-023248,2022-08-12
23249,PUR023249,20220324,70,118,21,14,248,7,1626908,11388356,14,1594369,11,1077338,10871325,Completed,INV-SUP-202203-023249,2022-03-26
23250,PUR023250,20220119,54,266,16,6,377,130,1686400,219232000,14,30692480,11,20739347,209278867,Completed,INV-SUP-202201-023250,2022-01-30
23251,PUR023251,20240902,52,45,13,12,206,247,62216,15367352,1,153673,0,0,15213679,Completed,INV-SUP-202409-023251,2024-09-04
23252,PUR023252,20230630,137,260,1,2,302,2,5177799,10355598,11,1139115,11,1013813,10230296,Completed,INV-SUP-202306-023252,2023-07-02
23253,PUR023253,20240509,95,186,25,14,168,203,198594,40314582,0,0,11,4434604,44749186,Completed,INV-SUP-202405-023253,2024-05-18
23254,PUR023254,20220126,2,285,19,8,293,19,1449420,27538980,12,3304677,11,2665773,26900076,Completed,INV-SUP-202201-023254,2022-02-02
23255,PUR023255,20230919,68,23,15,16,46,176,248460,43728960,14,6122054,11,4136759,41743665,Completed,INV-SUP-202309-023255,2023-09-27
23256,PUR023256,20260903,44,265,1,1,147,10,7537900,75379000,9,6784110,11,7545437,76140327,Completed,INV-SUP-202609-023256,2026-09-16
23257,PUR023257,20240714,103,228,19,14,562,63,1046640,65938320,15,9890748,11,6165232,62212804,Completed,INV-SUP-202407-023257,2024-07-26
23258,PUR023258,20221201,126,37,7,16,724,14,4077600,57086400,4,2283456,11,6028323,60831267,Completed,INV-SUP-202212-023258,2022-12-03
23259,PUR023259,20220422,28,9,16,7,541,196,62426,12235496,14,1712969,11,1157477,11680004,Completed,INV-SUP-202204-023259,2022-05-03
23260,PUR023260,20230122,50,196,9,11,292,44,346800,15259200,7,1068144,11,1561016,15752072,Completed,INV-SUP-202301-023260,2023-02-03
23261,PUR023261,20220509,35,122,15,5,925,259,305000,78995000,11,8689450,11,7733610,78039160,Completed,INV-SUP-202205-023261,2022-05-20
23262,PUR023262,20251111,101,228,10,11,83,14,13304124,186257736,0,0,11,20488350,206746086,Completed,INV-SUP-202511-023262,2025-11-15
23263,PUR023263,20260907,68,138,21,11,947,11,4641672,51058392,14,7148174,11,4830123,48740341,Completed,INV-SUP-202609-023263,2026-09-19
23264,PUR023264,20260409,3,63,15,1,543,89,2117610,188467290,1,1884672,11,20524087,207106705,Completed,INV-SUP-202604-023264,2026-04-22
23265,PUR023265,20231012,112,127,2,12,204,35,160923,5632305,10,563230,11,557598,5626673,Completed,INV-SUP-202310-023265,2023-10-24
23266,PUR023266,20230331,143,220,21,14,475,10,1190442,11904420,11,1309486,11,1165442,11760376,Completed,INV-SUP-202303-023266,2023-04-14
23267,PUR023267,20261103,109,128,5,13,301,285,66836,19048260,7,1333378,11,1948637,19663519,Completed,INV-SUP-202611-023267,2026-11-09
23268,PUR023268,20260515,70,187,15,10,700,175,10878,1903650,11,209401,0,0,1694249,Completed,INV-SUP-202605-023268,2026-05-27
23269,PUR023269,20220802,102,52,5,8,891,104,482650,50195600,0,0,11,5521516,55717116,Completed,INV-SUP-202208-023269,2022-08-07
23270,PUR023270,20241001,25,224,10,5,201,6,7729944,46379664,12,5565559,11,4489551,45303656,Completed,INV-SUP-202410-023270,2024-10-13
23271,PUR023271,20260416,57,203,13,7,742,91,2754800,250686800,9,22561812,11,25093748,253218736,Completed,INV-SUP-202604-023271,2026-04-24
23272,PUR023272,20221223,27,189,7,12,531,132,237855,31396860,15,4709529,11,2935606,29622937,Completed,INV-SUP-202212-023272,2022-12-27
23273,PUR023273,20240302,70,276,24,13,824,158,274329,43343982,6,2600638,11,4481767,45225111,Completed,INV-SUP-202403-023273,2024-03-10
23274,PUR023274,20230713,9,54,13,3,264,172,66100,11369200,14,1591688,0,0,9777512,Completed,INV-SUP-202307-023274,2023-07-25
23275,PUR023275,20220822,106,93,22,14,89,128,315414,40372992,2,807459,11,4352208,43917741,Pending,INV-SUP-202208-023275,2022-08-31
23276,PUR023276,20250102,47,84,21,7,382,289,26433,7639137,9,687522,11,764677,7716292,Completed,INV-SUP-202501-023276,2025-01-13
23277,PUR023277,20220330,48,195,19,12,460,60,516400,30984000,8,2478720,11,3135580,31640860,Completed,INV-SUP-202203-023277,2022-04-13
23278,PUR023278,20220912,73,258,11,16,528,88,735000,64680000,1,646800,11,7043652,71076852,Completed,INV-SUP-202209-023278,2022-09-26
23279,PUR023279,20240706,16,176,10,11,732,422,37370,15770140,10,1577014,0,0,14193126,Completed,INV-SUP-202407-023279,2024-07-18
23280,PUR023280,20260828,76,258,25,16,842,15,7404012,111060180,15,16659027,11,10384126,104785279,Completed,INV-SUP-202608-023280,2026-08-31
23281,PUR023281,20240326,108,298,19,4,799,72,359568,25888896,5,1294444,11,2705389,27299841,Completed,INV-SUP-202403-023281,2024-03-30
23282,PUR023282,20240203,120,291,11,9,650,114,408564,46576296,9,4191866,11,4662287,47046717,Completed,INV-SUP-202402-023282,2024-02-07
23283,PUR023283,20230715,141,261,21,18,786,292,307747,89862124,4,3594484,11,9489440,95757080,Completed,INV-SUP-202307-023283,2023-07-20
23284,PUR023284,20260520,63,1,16,10,719,8,7392695,59141560,13,7688402,11,5659847,57113005,Completed,INV-SUP-202605-023284,2026-05-23
23285,PUR023285,20250726,106,107,23,12,177,40,956835,38273400,12,4592808,11,3704865,37385457,Completed,INV-SUP-202507-023285,2025-08-06
23286,PUR023286,20260528,12,207,8,7,854,29,680841,19744389,2,394887,11,2128445,21477947,Completed,INV-SUP-202605-023286,2026-06-04
